EmployeeNumber,Surname,GivenName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
4730,Fox,Danielle,F,Nanaimo,Baker,Bakery,Nanaimo,Stores,54.67760657,0.918407318,165.0072605,Stores
4731,Lozano,Wanda,F,Fort Nelson,Baker,Bakery,Fort Nelson,Stores,28.96773966,5.092927035,0,Stores
4732,Stine,Marilyn,F,Burnaby,Cashier,Customer Service,Burnaby,Stores,60.18546555,5.642733784,230.5785178,Stores
4733,Binder,Anna,F,Burnaby,Produce Clerk,Produce,Burnaby,Stores,31.3763965,6.374320002,33.9816858,Stores
4734,Conti,Kimberly,F,Merritt,Baker,Bakery,Kamloops,Stores,44.47658046,4.706556232,115.9566056,Stores
4735,Guevara,Jacob,M,Victoria,Produce Clerk,Produce,Victoria,Stores,43.45867225,3.46631493,37.71768453,Stores
4736,Neal,Doris,F,Langley,Baker,Bakery,Langley,Stores,45.90960656,2.167766282,62.81854141,Stores
4737,Blackburn,Charles,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,36.67942277,4.687968341,0,Stores
4738,Seward,Nathan,M,Surrey,Produce Clerk,Produce,Surrey,Stores,64.93673145,5.98141119,157.9561434,Stores
4739,Delarosa,Lester,M,Fulford Harbour,Cashier,Customer Service,Victoria,Stores,49.19363089,1.384971529,47.02773164,Stores
4740,Applegate,Scott,M,Fernie,Produce Clerk,Produce,Cranbrook,Stores,52.65183684,3.261103996,86.00819494,Stores
4741,Tomlin,Bessie,F,Cranbrook,Produce Clerk,Produce,Cranbrook,Stores,24.77787978,4.810891378,0,Stores
4742,Durham,Melanie,F,Westbank,Baker,Bakery,Kelowna,Stores,44.45859562,3.637773414,93.81982008,Stores
4743,Clemons,Charlie,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,50.096027,5.335178967,112.2200126,Stores
4744,Elsner,Allan,M,New Westminster,Baker,Bakery,New Westminster,Stores,45.05408899,4.529648436,51.14840444,Stores
4745,Gaines,Lesley,F,Ashcroft,Baker,Bakery,Kamloops,Stores,42.12994378,7.684732873,76.36928976,Stores
4746,Odom,Kathy,F,Riske Creek,Baker,Bakery,Williams Lake,Stores,31.77291994,3.930329152,13.83682575,Stores
4747,Augustine,Sarah,F,Cassiar,Produce Clerk,Produce,Terrace,Stores,25.92226722,4.086814034,0,Stores
4748,Parks,Vernon,M,New Westminister,Produce Clerk,Produce,New Westminister,Stores,48.38878058,2.192790587,87.21884523,Stores
4749,Tucker,Mattie,F,Gibsons,Baker,Bakery,West Vancouver,Stores,36.19969285,6.747698426,9.373433341,Stores
4750,Landers,Keesha,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,38.33291196,6.907747532,92.61696563,Stores
4751,Hadley,Mark,M,Decker Lake,Baker,Bakery,Prince George,Stores,47.13101102,5.384524468,64.34202173,Stores
4752,Boles,James,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,44.44864822,3.247412999,96.09156163,Stores
4753,Scheiber,Richard,M,Nelson,Meat Cutter,Meats,Nelson,Stores,61.95261998,3.80807753,102.5012609,Stores
4754,Greenhill,Fred,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,48.85500793,5.991738972,67.03639648,Stores
4755,Horne,Lowell,M,Langley,Produce Clerk,Produce,Langley,Stores,38.2491628,3.3339253,21.00050901,Stores
4756,Sawyer,Margaret,F,Fort St John,Baker,Bakery,Fort St John,Stores,46.22593771,5.207910029,62.76704673,Stores
4757,Jordan,Keith,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,39.80257518,4.577709416,6.418017426,Stores
4758,Gallegos,Mary,F,Nanaimo,Baker,Bakery,Nanaimo,Stores,39.55290514,1.952985338,55.79420665,Stores
4759,Drew,Kassie,F,Victoria,Cashier,Customer Service,Victoria,Stores,43.90844187,5.423276949,33.19491399,Stores
4760,Deaton,Sarah,F,Port Coquitlam,Dairy Person,Dairy,Port Coquitlam,Stores,36.27186006,5.236062585,44.09531119,Stores
4761,Hammond,Kelly,F,Port Coquitlam,Dairy Person,Dairy,Port Coquitlam,Stores,49.63688203,4.605447413,74.71725251,Stores
4762,Johnson,Christopher,M,Hope,Produce Clerk,Produce,Chilliwack,Stores,17.27139106,4.836741705,0,Stores
4763,Johnston,Edwin,M,Victoria,Produce Clerk,Produce,Victoria,Stores,38.84999619,3.992174296,20.60985397,Stores
4764,Garcia,Herbert,M,Huntingdon,Meat Cutter,Meats,Abbotsford,Stores,57.02159606,5.424912466,106.6170569,Stores
4765,Lange,Daniel,M,Gibsons,Produce Clerk,Produce,West Vancouver,Stores,26.66548897,4.645929758,12.3225663,Stores
4766,Mayfield,Jose,M,Vernon,Baker,Bakery,Vernon,Stores,46.27048285,6.055429887,88.73522585,Stores
4767,Barrientos,Annette,F,Fort Nelson,Meat Cutter,Meats,Fort Nelson,Stores,44.77015213,2.715212253,73.43470378,Stores
4768,Corn,Rebecca,F,Mission,Cashier,Customer Service,Burnaby,Stores,43.89448478,4.506071654,104.4353032,Stores
4769,Soto,Karen,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,51.5225863,4.608759211,92.19416466,Stores
4770,Delgado,Clifton,M,Victoria,Produce Clerk,Produce,Victoria,Stores,39.20041438,5.743131265,0,Stores
4771,Allen,Jean,F,Victoria,Produce Clerk,Produce,Victoria,Stores,31.46119008,5.685947511,11.55248343,Stores
4772,Hudson,Olivia,F,Victoria,Produce Clerk,Produce,Victoria,Stores,32.18945706,3.768466786,23.65458724,Stores
4773,McKinley,Gary,M,North Vancouver,Baker,Bakery,North Vancouver,Stores,13.38239131,6.01920681,0,Stores
4774,Hawkins,Eileen,F,Burnaby,Cashier,Customer Service,Burnaby,Stores,44.91664118,4.098362256,78.15049744,Stores
4775,Halpin,Jennifer,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,29.4276825,6.104871451,19.47445873,Stores
4776,Cai,Douglas,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,23.48072949,5.248594208,0,Stores
4777,Yagi,James,M,Courtenay,Baker,Bakery,Nanaimo,Stores,41.93029467,2.839329442,43.41110194,Stores
4778,Moore,Norma,F,Prince George,Produce Clerk,Produce,Prince George,Stores,43.93985434,5.268084886,78.28404164,Stores
4779,Hatfield,William,M,Quesnel,Produce Clerk,Produce,Quesnel,Stores,49.66274831,3.47512472,69.16003157,Stores
4780,Johnson,Ma,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,33.61840878,5.562311459,22.38228059,Stores
4781,Estrada,Michael,M,Port Coquitlam,Dairy Person,Dairy,Port Coquitlam,Stores,41.58948963,4.111253944,46.00375169,Stores
4782,Brown,Todd,M,Abbotsford,Shelf Stocker,Processed Foods,Abbotsford,Stores,28.43711043,6.189086428,5.934200209,Stores
4783,Estes,Walter,M,Lillooet,Baker,Bakery,Kamloops,Stores,52.27543054,4.312101691,110.2688127,Stores
4784,Erickson,James,M,Prince George,Baker,Bakery,Prince George,Stores,51.97257096,1.961555939,91.15484645,Stores
4785,Bartholomew,Sara,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,41.71278993,5.960710791,73.05014312,Stores
4786,Scott,John,M,New Westminster,Baker,Bakery,New Westminster,Stores,37.33041018,2.540843512,35.38427121,Stores
4787,Ramirez,Jose,M,Victoria,Cashier,Customer Service,Victoria,Stores,43.06564842,4.827401413,40.8548387,Stores
4788,Eddy,Leslie,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,44.64812276,5.910195849,45.01730115,Stores
4789,Ewing,Courtney,M,Whistler,Produce Clerk,Produce,Squamish,Stores,46.06213623,2.694836978,27.98952637,Stores
4790,Jones,Clarence,M,Victoria,Cashier,Customer Service,Victoria,Stores,34.0225058,4.779163918,0,Stores
4791,Smith,Oscar,M,Oyama,Baker,Bakery,Kelowna,Stores,52.66315585,3.879133,156.4012251,Stores
4792,Johansen,Charise,F,Toad River,Meat Cutter,Meats,Fort Nelson,Stores,27.83979372,5.172394709,0,Stores
4793,Stolte,Nick,M,New Westminster,Baker,Bakery,New Westminster,Stores,51.12205518,4.564921734,83.69049027,Stores
4794,Dolezal,Kenneth,M,Surrey,Produce Clerk,Produce,Surrey,Stores,40.35246531,4.622837554,85.98863585,Stores
4795,Washington,Michael,M,Surrey,Produce Clerk,Produce,Surrey,Stores,53.97751701,5.518310944,57.16347083,Stores
4796,Erickson,Sophia,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,42.42711954,4.610240266,125.0627928,Stores
4797,Stephens,Cody,M,Fort Nelson,Produce Clerk,Produce,Fort Nelson,Stores,32.26580107,4.967310767,1.198713404,Stores
4798,Dunn,Hope,F,Victoria,Cashier,Customer Service,Victoria,Stores,48.51682971,2.720921356,91.05263791,Stores
4799,Gordon,Quincy,M,New Westminster,Baker,Bakery,New Westminster,Stores,42.50071629,4.179586926,55.86296203,Stores
4800,Beauchesne,Crystal,F,Haney,Meat Cutter,Meats,Haney,Stores,40.28067837,6.220655679,58.7940543,Stores
4801,Whitehead,Randi,F,New Westminster,Baker,Bakery,New Westminster,Stores,46.89594237,5.327475222,101.9064762,Stores
4802,Bell,Doris,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,27.87875646,1.853009769,10.60259595,Stores
4803,Ricks,Brian,M,Port Coquitlam,Dairy Person,Dairy,Port Coquitlam,Stores,30.68002931,5.05984246,0,Stores
4804,Smith,Cedric,M,Tofino,Baker,Bakery,Nanaimo,Stores,42.14961357,4.338497657,77.81410084,Stores
4805,Thompson,Reggie,M,Fort Nelson,Baker,Bakery,Fort Nelson,Stores,46.14763821,3.42770854,72.4077212,Stores
4806,Alling,Gregory,M,Port Coquitlam,Produce Clerk,Produce,Port Coquitlam,Stores,32.32629968,5.772549022,0,Stores
4807,Pullen,Archie,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,55.85083829,3.423096553,119.3353986,Stores
4808,Young,Eugene,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,37.39455643,5.076238266,33.17021206,Stores
4809,Lafleur,Ryan,M,Victoria,Produce Clerk,Produce,Victoria,Stores,56.91029632,6.463210871,87.33494548,Stores
4810,Rogers,Leonard,M,Salmon Arm,Baker,Bakery,Kamloops,Stores,42.83996736,3.760546777,24.25535821,Stores
4811,Wiles,Melania,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,43.84864082,5.369268316,102.840029,Stores
4812,Ingalls,Lori,F,Spences Bridge,Baker,Bakery,Kamloops,Stores,32.02497435,3.060888236,16.42327277,Stores
4813,Caballero,Nancy,F,Fort St John,Produce Clerk,Produce,Fort St John,Stores,50.38738255,2.552796673,101.0437893,Stores
4814,Dennis,Rita,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,39.1752591,4.2480466,38.57988873,Stores
4815,Lui,Tasha,F,Kamloops,Baker,Bakery,Kamloops,Stores,50.27839656,4.241504697,141.4472757,Stores
4816,Miller,Thelma,F,Salmon Arm,Baker,Bakery,Kamloops,Stores,41.93631255,3.428024296,147.4519311,Stores
4817,Johnson,Cheryl,F,Rock Creek,Baker,Bakery,Kelowna,Stores,46.57491882,4.228004051,124.7988679,Stores
4818,Miller,Dorothy,F,Surrey,Baker,Bakery,Surrey,Stores,37.81261553,3.69665661,46.53490957,Stores
4819,Dailey,Kim,M,New Westminister,Meat Cutter,Meats,New Westminister,Stores,43.97828872,3.032292291,70.70982674,Stores
4820,Dickerson,Paul,M,Dawson Creek,Cashier,Customer Service,Dawson Creek,Stores,59.61211516,4.688982293,178.5872847,Stores
4821,Brown,Dennis,M,Campbell River,Baker,Bakery,Nanaimo,Stores,39.66863428,5.538755957,41.95303278,Stores
4822,Fenwick,Charlotte,F,Sardis,Baker,Bakery,Chilliwack,Stores,44.31715461,3.604890259,117.2829228,Stores
4823,Davis,Geoffrey,M,Victoria,Produce Clerk,Produce,Victoria,Stores,36.5453228,2.732085066,30.79822084,Stores
4824,Konopka,Charles,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,38.03843699,6.321344413,62.69976508,Stores
4825,Lewis,Geraldine,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,34.70925709,4.88111857,10.30736567,Stores
4826,McCreary,Edward,M,Kelowna,Baker,Bakery,Kelowna,Stores,58.13887986,3.945828132,126.4135346,Stores
4827,Griffith,Rachel,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,48.28753373,3.692009925,59.59311977,Stores
4828,Gann,Steven,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,49.06911359,2.784038507,88.23556841,Stores
4829,Matthews,Jessie,F,Richmond,Produce Clerk,Produce,Richmond,Stores,38.83964457,4.80447423,75.94901581,Stores
4830,Edmundson,Kevin,M,Burnaby,Cashier,Customer Service,Burnaby,Stores,51.04742639,6.609317128,123.7195827,Stores
4831,Williams,Joseph,M,Gibsons,Baker,Bakery,West Vancouver,Stores,37.13569341,3.501343544,0,Stores
4832,Stone,Tamika,F,Rock Creek,Baker,Bakery,Kelowna,Stores,41.5298677,2.498146982,80.07137939,Stores
4833,Coleman,Anita,F,Victoria,Produce Clerk,Produce,Victoria,Stores,40.10663796,4.026284561,26.76003908,Stores
4834,Benedict,Ida,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,42.82260656,6.286846229,44.1029481,Stores
4835,Donohue,Dorothy,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,45.45775033,4.756545895,90.02859497,Stores
4836,Bennett,William,M,Terrace,Produce Clerk,Produce,Terrace,Stores,37.22854822,5.477982273,43.56106145,Stores
4837,Sutter,Robert,M,Yahk,Produce Clerk,Produce,Cranbrook,Stores,37.80718274,2.821745482,16.9018476,Stores
4838,Bain,Catherine,F,Trail,Baker,Bakery,Trail,Stores,39.20497507,2.07219534,16.44916454,Stores
4839,Thomas,Joe,M,Vernon,Baker,Bakery,Vernon,Stores,37.44449625,4.42547106,30.77879393,Stores
4840,Blanco,Rick,M,Chilliwack,Baker,Bakery,Chilliwack,Stores,35.06257638,5.082196518,32.06182299,Stores
4841,Noel,Kristen,F,Penticton,Produce Clerk,Produce,Kelowna,Stores,54.91726902,5.776125897,131.0922937,Stores
4842,France,Pearlene,F,Nelson,Meat Cutter,Meats,Nelson,Stores,51.13770002,6.754862401,140.2200716,Stores
4843,Mackey,Eleanor,F,Nanaimo,Baker,Bakery,Nanaimo,Stores,39.88632794,3.686804506,34.02750969,Stores
4844,Wallace,Josephine,F,Squamish,Produce Clerk,Produce,Squamish,Stores,20.99393879,4.207864657,0,Stores
4845,Gross,Julie,F,New Westminster,Baker,Bakery,New Westminster,Stores,37.71203473,4.038526052,37.40686283,Stores
4846,Brown,John,M,Burnaby,Cashier,Customer Service,Burnaby,Stores,51.69893967,5.777711855,63.84667703,Stores
4847,Johnson,Herbert,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,32.54105377,7.040764032,0,Stores
4848,Mendoza,Claudia,F,Victoria,Produce Clerk,Produce,Victoria,Stores,43.7507963,4.176037973,111.6836583,Stores
4849,Adams,David,M,New Westminster,Baker,Bakery,New Westminster,Stores,50.30279225,3.808604986,111.5395044,Stores
4850,Sanchez,Craig,M,New Westminster,Baker,Bakery,New Westminster,Stores,26.37879019,3.789162425,0,Stores
4851,Stevens,Ann,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,54.18409127,5.471112852,128.7732041,Stores
4852,Quinn,Yolanda,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,43.14837069,4.794415902,89.33872631,Stores
4853,Pedro,Stephen,M,Surrey,Baker,Bakery,Surrey,Stores,53.56094844,6.042851847,85.75141562,Stores
4854,Garner,Daniel,M,Victoria,Produce Clerk,Produce,Victoria,Stores,44.300739,2.136380715,100.7827927,Stores
4855,Tello,James,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,42.44768082,3.221782644,46.457754,Stores
4856,Adams,Thomas,M,Port Coquitlam,Produce Clerk,Produce,Port Coquitlam,Stores,59.18848886,5.673276135,118.1831333,Stores
4857,Moran,Louis,M,Victoria,Produce Clerk,Produce,Victoria,Stores,45.90000346,4.129872081,70.04097266,Stores
4858,Youngblood,Thomas,M,Langley,Produce Clerk,Produce,Langley,Stores,29.79039236,8.118556693,0,Stores
4859,Smith,Rosana,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,42.52412598,4.337959926,41.43203969,Stores
4860,Morris,Michael,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,60.01008478,5.356516036,133.0117047,Stores
4861,Quincy,Jason,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,23.73846063,6.267290475,0,Stores
4862,Bynum,Andrew,M,Canal Flats,Produce Clerk,Produce,Cranbrook,Stores,38.90273225,3.698600574,45.38018824,Stores
4863,Owings,George,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,23.78293106,6.640149225,0,Stores
4864,Sullivan,Rosa,F,Sardis,Baker,Bakery,Chilliwack,Stores,41.06940619,6.254527442,57.13807242,Stores
4865,Blair,Mary,F,Houston,Produce Clerk,Produce,Terrace,Stores,46.71017517,5.590381396,107.4344778,Stores
4866,Secor,Delmer,M,Fort Langley,Baker,Bakery,Langley,Stores,39.70230087,3.534541869,84.77649214,Stores
4867,Prescott,Lois,F,Richmond,Produce Clerk,Produce,Richmond,Stores,49.32326738,3.174627229,128.6394402,Stores
4868,Saunders,Kimberly,F,South Slocan,Baker,Bakery,Trail,Stores,49.8424639,3.961752646,114.6680879,Stores
4869,Laberge,Sandra,F,Westbank,Baker,Bakery,Kelowna,Stores,39.64922694,2.553139034,61.40814984,Stores
4870,Ford,Susan,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,62.36342422,3.282811338,206.0661567,Stores
4871,Garcia,Doris,F,Lake Cowichan,Cashier,Customer Service,Victoria,Stores,35.1373185,5.467440379,65.81180427,Stores
4872,Turpin,Juan,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,52.03355211,5.70662418,151.2923848,Stores
4873,Jones,Patricia,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,47.88796131,5.250750899,96.70804177,Stores
4874,Houghton,Penny,F,Spillimacheen,Baker,Bakery,Kelowna,Stores,53.44485918,4.899777825,151.0228857,Stores
4875,Tinney,Betty,F,Westbank,Baker,Bakery,Kelowna,Stores,56.76210686,4.496351332,108.6300004,Stores
4876,Carter,Glenn,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,62.3013183,3.592297318,110.0110408,Stores
4877,Woodward,Jennifer,F,Ganges,Produce Clerk,Produce,Victoria,Stores,40.67148156,5.848318638,101.8928584,Stores
4878,Thomas,John,M,Ucluelet,Baker,Bakery,Nanaimo,Stores,43.06290694,3.252384736,106.4198394,Stores
4879,Melton,Robert,M,Burnaby,Cashier,Customer Service,Burnaby,Stores,32.3104845,4.574887446,42.09639422,Stores
4880,Beaman,Gerald,M,Burns Lake,Baker,Bakery,Prince George,Stores,30.68224411,6.107783003,9.388813054,Stores
4881,Peterson,Shelby,M,Slocan,Produce Clerk,Produce,Trail,Stores,30.53219112,4.10424541,0,Stores
4882,Coon,Jose,M,Burnaby,Cashier,Customer Service,Burnaby,Stores,44.73745551,4.288151738,91.22065163,Stores
4883,Eastwood,Ruth,F,Campbell River,Baker,Bakery,Nanaimo,Stores,62.07218165,6.68476338,201.0887193,Stores
4884,Decoteau,Margaret,F,Port Alice,Baker,Bakery,Nanaimo,Stores,46.97953695,6.08275884,97.76325441,Stores
4885,Frazier,Timothy,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,46.20309422,5.33865417,77.41487896,Stores
4886,Cutrer,David,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41.70610169,0.963223487,40.72712054,Stores
4887,Gallo,Teresa,F,Prince George,Baker,Bakery,Prince George,Stores,43.29268551,1.527232228,39.00281026,Stores
4888,Dabrowski,Jamaal,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45.31764631,3.000277042,34.02149985,Stores
4889,Mauriello,Audrey,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,35.63259721,2.48295311,24.52332078,Stores
4890,Schlosser,Dorothy,F,Ladysmith,Cashier,Customer Service,Victoria,Stores,24.57864689,5.234724323,0,Stores
4891,Slone,Harry,M,Surrey,Baker,Bakery,Surrey,Stores,39.4807287,5.23790688,55.37575662,Stores
4892,Apodaca,Lisa,F,New Westminster,Baker,Bakery,New Westminster,Stores,29.7471774,6.232481203,0,Stores
4893,Barnes,Courtney,F,Balfour,Meat Cutter,Meats,Nelson,Stores,57.4867117,3.91288165,175.7247398,Stores
4894,Phillips,Shane,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,33.25997156,3.128947798,23.5131978,Stores
4895,Rainey,Ora,F,Crawford Bay,Produce Clerk,Produce,Cranbrook,Stores,38.65637223,3.607109874,0,Stores
4896,Delossantos,Maria,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,28.36014658,6.09581494,0,Stores
4897,Hubbell,Sandra,F,Hope,Baker,Bakery,Chilliwack,Stores,42.95533453,5.4439328,112.839551,Stores
4898,Lavender,Donald,M,Penticton,Baker,Bakery,Kelowna,Stores,44.87067353,2.269775929,84.37458221,Stores
4899,Holloway,Craig,M,Vanderhoof,Produce Clerk,Produce,Prince George,Stores,32.94774836,5.579657575,8.781247696,Stores
4900,Davis,Irene,F,New Westminster,Baker,Bakery,New Westminster,Stores,19.02345575,4.192139655,0,Stores
4901,Rowe,Edgar,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,46.00187566,6.396018776,65.96710278,Stores
4902,Thomas,Kelly,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,44.77567849,3.276208278,36.97914877,Stores
4903,Martin,Angela,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,36.61309319,2.659530871,37.64677243,Stores
4904,Vega,Kevin,M,Squamish,Produce Clerk,Produce,Squamish,Stores,40.96021015,5.34183652,33.53765926,Stores
4905,Martinez,Betty,F,Burnaby,Produce Clerk,Produce,Burnaby,Stores,18.3042168,4.560651431,0,Stores
4906,Hargrove,Evangeline,F,New Westminster,Baker,Bakery,New Westminster,Stores,28.18383585,4.402000212,57.42636037,Stores
4907,Wright,Robert,M,Kelowna,Baker,Bakery,Kelowna,Stores,45.2727332,0.807775855,76.50372632,Stores
4908,Cordes,Sterling,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,37.59926717,6.197864643,57.94862295,Stores
4909,Gibbs,Matthew,M,Victoria,Meat Cutter,Meats,Victoria,Stores,38.24456525,5.471178885,0.133098946,Stores
4910,Jones,Robert,M,Agassiz,Baker,Bakery,Chilliwack,Stores,47.75236126,2.850732377,60.81271854,Stores
4911,Alexander,Freddie,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,42.20325751,3.328777719,0,Stores
4912,Blumenthal,Charles,M,Kamloops,Baker,Bakery,Kamloops,Stores,50.84096478,6.955754347,84.11629121,Stores
4913,Durham,Charlotte,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,34.15827147,3.349079575,0,Stores
4914,Hanson,Tricia,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,42.56774292,6.91515396,110.3179996,Stores
4915,Williams,Darlene,F,North Vancouver,Produce Clerk,Produce,North Vancouver,Stores,46.15399085,4.331492375,128.8976749,Stores
4916,Hendrix,Dana,M,Squamish,Produce Clerk,Produce,Squamish,Stores,38.00514758,5.691027528,0,Stores
4917,Kramer,Wilbur,M,North Vancouver,Baker,Bakery,North Vancouver,Stores,43.32983299,4.022823234,42.83346359,Stores
4918,Hauser,Daniel,M,Victoria,Produce Clerk,Produce,Victoria,Stores,37.10529354,1.997655535,15.57661317,Stores
4919,Graham,Jeff,M,Prince George,Baker,Bakery,Prince George,Stores,50.09591919,4.356502423,67.21044802,Stores
4920,Deaton,Donald,M,Port Alice,Produce Clerk,Produce,Nanaimo,Stores,38.10263712,3.62286477,0,Stores
4921,Greene,Judy,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,43.8420843,4.964680451,79.41041124,Stores
4922,Fernandez,Gary,M,Prince George,Baker,Bakery,Prince George,Stores,53.63380371,3.699637589,98.26522658,Stores
4923,Austin,Althea,F,Kitimat,Dairy Person,Dairy,Terrace,Stores,44.96079705,3.655454441,75.57042909,Stores
4924,Davis,John,M,Fort Langley,Produce Clerk,Produce,Langley,Stores,29.58608912,4.800588225,4.217828004,Stores
4925,Maclean,Helen,F,Victoria,Meat Cutter,Meats,Victoria,Stores,52.37311713,5.497609979,115.8629991,Stores
4926,Berry,Clarence,M,Cobble Hill,Produce Clerk,Produce,Victoria,Stores,18.20472039,3.075113714,0,Stores
4927,Place,Robert,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45.69464809,5.021051797,76.61803456,Stores
4928,Sanchez,Amy,F,Campbell River,Baker,Bakery,Nanaimo,Stores,34.87332755,5.222008662,0,Stores
4929,Franklin,Joseph,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,33.54826992,5.848972978,0.281374328,Stores
4930,Cordero,Dwight,M,Langley,Baker,Bakery,Langley,Stores,23.00959282,3.136222092,0,Stores
4931,Maner,Nancy,F,Decker Lake,Baker,Bakery,Prince George,Stores,58.10918409,4.431034618,183.7175331,Stores
4932,Irwin,Claire,F,Port Alice,Baker,Bakery,Nanaimo,Stores,22.49076636,2.827783733,0,Stores
4933,Ward,Christopher,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,40.26109048,5.597891617,59.81861333,Stores
4934,Jordan,Ramiro,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,57.13554005,5.557834039,116.9331255,Stores
4935,Taylor,Margery,F,Burnaby,Cashier,Customer Service,Burnaby,Stores,30.42275577,4.371652314,66.69674378,Stores
4936,Samuel,James,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,26.90936807,3.944943454,0,Stores
4937,Wells,Mathew,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,58.32386169,3.947963216,138.5092833,Stores
4938,Seay,Cheryl,F,Whistler,Produce Clerk,Produce,Squamish,Stores,61.02345795,5.71152855,198.7064687,Stores
4939,Morrison,Pauline,F,Sechelt,Baker,Bakery,West Vancouver,Stores,38.17327656,5.933335881,20.34440015,Stores
4940,Butler,Kendra,F,Trail,Baker,Bakery,Trail,Stores,47.88459114,7.262199122,83.7564356,Stores
4941,Rosenbaum,Fredrick,M,Kamloops,Baker,Bakery,Kamloops,Stores,41.94504499,7.43540304,35.81258873,Stores
4942,Allen,Nohemi,F,Spillimacheen,Baker,Bakery,Kelowna,Stores,36.55630469,7.625694091,22.18349199,Stores
4943,Neal,Marion,F,Whistler,Baker,Bakery,Squamish,Stores,26.87009899,6.39960615,7.647349425,Stores
4944,Billiot,Mattie,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,31.63916855,6.336636415,9.859675001,Stores
4945,Valenzuela,Michael,M,Kelowna,Baker,Bakery,Kelowna,Stores,49.77321825,1.837795461,90.37583019,Stores
4946,Cox,Leonard,M,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,44.15688308,5.907174707,48.49464816,Stores
4947,Winchester,Kelly,F,Abbotsford,Shelf Stocker,Processed Foods,Abbotsford,Stores,32.48691738,5.747703128,6.491241894,Stores
4948,Sayers,Norma,F,Burnaby,Produce Clerk,Produce,Burnaby,Stores,55.59717323,3.753753172,143.810587,Stores
4949,Wood,Deborah,F,Burnaby,Produce Clerk,Produce,Burnaby,Stores,55.48452997,4.656535306,166.11651,Stores
